2019-12-07,7510
2019-12-08,7524
2019-12-09,7355
2019-12-10,7235
2019-12-11,7208
2019-12-12,7208
2019-12-13,7255
2019-12-14,7080
2019-12-15,7128
2019-12-16,6903
2019-12-17,6613
2019-12-18,7276
2019-12-19,7165
2019-12-20,7196
2019-12-21,7156
2019-12-22,7495
2019-12-23,7322
2019-12-24,7268
2019-12-25,7224
2019-12-26,7210
2019-12-27,7261
2019-12-28,7321
2019-12-29,7397
2019-12-30,7261
2019-12-31,7196
2020-01-01,7199
2020-01-02,6967
2020-01-03,7343
2020-01-04,7376
2020-01-05,7372
2020-01-06,7759
2020-01-07,8155
2020-01-08,8059
2020-01-09,7842
2020-01-10,8187
2020-01-11,8024
2020-01-12,8187
2020-01-13,8111
2020-01-14,8829
2020-01-15,8818
2020-01-16,8726
2020-01-17,8913
2020-01-18,8916
2020-01-19,8706
2020-01-20,8641
2020-01-21,8732
2020-01-22,8678
2020-01-23,8405
2020-01-24,8439
2020-01-25,8341
2020-01-26,8607
2020-01-27,8866
2020-01-28,9377
2020-01-29,9298
2020-01-30,9507
2020-01-31,9349
2020-02-01,9381
2020-02-02,9334
2020-02-03,9296
2020-02-04,9193
2020-02-05,9611
2020-02-06,9772
2020-02-07,9818
2020-02-08,9895
2020-02-09,10151
2020-02-10,9854
2020-02-11,10229
2020-02-12,10317
2020-02-13,10235
2020-02-14,10333
2020-02-15,9907
2020-02-16,9932
2020-02-17,9701
2020-02-18,10158
2020-02-19,9609
2020-02-20,9602
2020-02-21,9684
2020-02-22,9655
2020-02-23,9942
2020-02-24,9662
2020-02-25,9317
2020-02-26,8800
2020-02-27,8818
2020-02-28,8697
2020-02-29,8543
2020-03-01,8540
2020-03-02,8904
2020-03-03,8761
2020-03-04,8757
2020-03-05,9060
2020-03-06,9134
2020-03-07,8887
2020-03-08,8034
2020-03-09,7933
2020-03-10,7891
2020-03-11,7935
2020-03-12,4826
2020-03-13,5584
2020-03-14,5182
2020-03-15,5366
2020-03-16,5030
2020-03-17,5261
2020-03-18,5361
2020-03-19,6172
2020-03-20,6205
2020-03-21,6186
2020-03-22,5822
2020-03-23,6468
2020-03-24,6744
2020-03-25,6678
2020-03-26,6725
2020-03-27,6373
2020-03-28,6233
2020-03-29,5890
2020-03-30,6391
2020-03-31,6412
2020-04-01,6638
2020-04-02,6800
2020-04-03,6735
2020-04-04,6857
2020-04-05,6772
2020-04-06,7332
2020-04-07,7185
2020-04-08,7361
2020-04-09,7289
2020-04-10,6863
2020-04-11,6867
2020-04-12,6917
2020-04-13,6841
2020-04-14,6850
2020-04-15,6629
2020-04-16,7085
2020-04-17,7035
2020-04-18,7230
2020-04-19,7122
2020-04-20,6833
2020-04-21,6842
2020-04-22,7112
2020-04-23,7488
2020-04-24,7503
2020-04-25,7540
2020-04-26,7678
2020-04-27,7766
2020-04-28,7746
2020-04-29,8770
2020-04-30,8629
2020-05-01,8821
2020-05-02,8966
2020-05-03,8885
2020-05-04,8874
2020-05-05,9001
2020-05-06,9151
2020-05-07,9979
2020-05-08,9806
2020-05-09,9554
2020-05-10,8738
2020-05-11,8579
2020-05-12,8813
2020-05-13,9298
2020-05-14,9778
2020-05-15,9318
2020-05-16,9379
2020-05-17,9677
2020-05-18,9730
2020-05-19,9773
2020-05-20,9512
2020-05-21,9059
2020-05-22,9169
2020-05-23,9177
2020-05-24,8728
2020-05-25,8898
2020-05-26,8842
2020-05-27,9199
2020-05-28,9572
2020-05-29,9424
2020-05-30,9692
2020-05-31,9454
2020-06-01,10189
2020-06-02,9527
2020-06-03,9667
2020-06-04,9794
2020-06-05,9631
2020-06-06,9669
2020-06-07,9742
2020-06-08,9777
2020-06-09,9768
2020-06-10,9878
2020-06-11,9283
2020-06-12,9466
2020-06-13,9471
2020-06-14,9345
2020-06-15,9425
2020-06-16,9523
2020-06-17,9464
2020-06-18,9388
2020-06-19,9314
2020-06-20,9358
2020-06-21,9296
2020-06-22,9683
2020-06-23,9624
2020-06-24,9302
2020-06-25,9247
2020-06-26,9160
2020-06-27,9008
2020-06-28,9124
2020-06-29,9185
2020-06-30,9135
2020-07-01,9229
2020-07-02,9085
2020-07-03,9067
2020-07-04,9134
2020-07-05,9081
2020-07-06,9339
2020-07-07,9256
2020-07-08,9429
2020-07-09,9235
2020-07-10,9285
2020-07-11,9233
2020-07-12,9300
2020-07-13,9243
2020-07-14,9253
2020-07-15,9198
2020-07-16,9135
2020-07-17,9155
2020-07-18,9170
2020-07-19,9208
2020-07-20,9162
2020-07-21,9387
2020-07-22,9513
2020-07-23,9599
2020-07-24,9546
2020-07-25,9704
2020-07-26,9932
2020-07-27,11022
2020-07-28,10908
2020-07-29,11105
2020-07-30,11096
2020-07-31,11333
2020-08-01,11803
2020-08-02,11066
2020-08-03,11224
2020-08-04,11184
2020-08-05,11735
2020-08-06,11757
2020-08-07,11592
2020-08-08,11764
2020-08-09,11681
2020-08-10,11889
2020-08-11,11390
2020-08-12,11557
